SBD,TOÁN,VĂN,LÝ,HÓA,SINH,SỬ,ĐỊA,GDCD,ANH,KHTN,KHXH,KHỐI A,KHỐI B,KHỐI C,KHỐI D,KHỐI A1
63001309,3.4,5,,,,4.25,6,8.25,2.8,,6.17,,,15.25,11.2,
63001312,5,5.5,,,,4,6,6.5,2.2,,5.5,,,15.5,12.7,
63001316,4.6,4.25,,,,4.75,6,8,3.8,,6.25,,,15,12.65,
63001318,6.4,5.25,5.25,4.75,4,,,,2,4.67,,16.4,15.15,,13.65,13.65
63001322,2.4,4.75,,,,3.75,6.75,8.5,2.4,,6.33,,,15.25,9.55,
63001327,5.4,5,,,,3.5,5,7.75,5.2,,5.42,,,13.5,15.6,
63001328,4,6,2.5,4.25,5,,,,3.8,3.92,,10.75,13.25,,13.8,10.3
63001329,3.4,5.75,,,,3.25,4.25,7.25,2.6,,4.92,,,13.25,11.75,
63001333,3.2,4,,,,4.5,5.75,8.75,3.8,,6.33,,,14.25,11,
63001336,5.8,8,2.75,5,4,,,,4.8,3.92,,13.55,14.8,,18.6,13.35
63001339,5.2,5.25,3.25,4.25,4,,,,3.2,3.83,,12.7,13.45,,13.65,11.65
63001369,6.6,5.75,5.5,6.25,5,,,,5,5.58,,18.35,17.85,,17.35,17.1
63001373,6.4,4,3.5,5.75,5.5,,,,3,4.92,,15.65,17.65,,13.4,12.9
63001376,5.2,4.25,,,,3.5,6.25,6.5,3.2,,5.42,,,14,12.65,
63001399,5.2,5,5.25,3.75,4.75,,,,3,4.58,,14.2,13.7,,13.2,13.45
63001403,4.8,5.5,,,,3.5,6,6.5,3.6,,5.33,,,15,13.9,
63001406,3,5.25,,,,3.5,5.25,7.5,3.4,,5.42,,,14,11.65,
63001847,5.4,7.5,4,6.25,5.5,,,,5.2,5.25,,15.65,17.15,,18.1,14.6
63001848,1.8,2.75,,,,4.25,5,5.25,2.6,,4.83,,,12,7.15,
63001849,4.6,3.25,,,,3.75,4.25,7.25,3,,5.08,,,11.25,10.85,
63001850,6,5,,,,4,7,7.75,3.2,,6.25,,,16,14.2,
63001853,5.4,5,6.25,5,4.25,,,,4.8,5.17,,16.65,14.65,,15.2,16.45
63001859,6.4,5,5.25,5,5,,,,4.2,5.08,,16.65,16.4,,15.6,15.85
63001254,4,4.75,,,,2.5,6,6.25,2.6,,4.92,,,13.25,11.35,
63001259,4.8,4,,,,3.25,6,6.5,1.4,,5.25,,,13.25,10.2,
63001273,3.4,4.5,,,,3.75,7.5,8.5,3.2,,6.58,,,15.75,11.1,
63001280,3.8,4,,,,4.25,5,6,4,,5.08,,,13.25,11.8,
63001282,5.2,5.5,,,,4.5,8,6.75,3.2,,6.42,,,18,13.9,
63001283,5.2,4.25,,,,4.25,4,7.5,2.4,,5.25,,,12.5,11.85,
63001288,4.4,3.25,2.5,3.5,5,4,6.5,7.5,2.6,3.67,6,10.4,12.9,13.75,10.25,9.5
63001290,1.8,3.5,,,,2,5,8,2.2,,5,,,10.5,7.5,
63001260,5.6,6.25,,,,4,6,8.25,4,,6.08,,,16.25,15.85,
63001939,3.2,4.5,,,,3.25,6.25,7.5,2.6,,5.67,,,14,10.3,
63001945,3.6,6,,,,2.25,5.25,6.75,3,,4.75,,,13.5,12.6,
63002215,6.2,5.75,3.75,7,5.75,,,,5.4,5.5,,16.95,18.95,,17.35,15.35
63002220,6,5.5,3.5,3.75,3.75,,,,3.6,3.67,,13.25,13.5,,15.1,13.1
63002231,6.2,4.5,3.25,7,5.25,,,,2.2,5.17,,16.45,18.45,,12.9,11.65
63002194,6,3.75,3.25,4,5.75,,,,2.8,4.33,,13.25,15.75,,12.55,12.05
63002203,5.8,4.5,4.75,4.5,4.75,,,,3.4,4.67,,15.05,15.05,,13.7,13.95
63002208,6.8,5,4.5,5.25,7.5,,,,3.2,5.75,,16.55,19.55,,15,14.5
63002223,5,6.25,6.5,4.5,4.25,,,,4,5.08,,16,13.75,,15.25,15.5
63002226,5.6,7.25,6,4.5,6.75,,,,3.4,5.75,,16.1,16.85,,16.25,15
63002256,5.2,6.5,4.75,6.25,3.25,,,,5.2,4.75,,16.2,14.7,,16.9,15.15
63002272,5.2,4.75,3.5,1.75,4.5,,,,3,3.25,,10.45,11.45,,12.95,11.7
63002276,3.4,3.25,3.5,3,4.25,,,,3.2,3.58,,9.9,10.65,,9.85,10.1
63002237,7.2,5,5.75,5.25,4.25,,,,3.4,5.08,,18.2,16.7,,15.6,16.35
63002239,6.8,5.5,5.5,3,4.5,,,,4.8,4.33,,15.3,14.3,,17.1,17.1
63002242,4.6,4,3.25,2.75,4.5,,,,3,3.5,,10.6,11.85,,11.6,10.85
63002246,5.6,7,3.75,6,3.75,,,,3,4.5,,15.35,15.35,,15.6,12.35
63002261,4.8,5.25,5,5.5,6.25,,,,2.4,5.58,,15.3,16.55,,12.45,12.2
63002270,3.8,3.75,3.75,3.5,4,,,,1.8,3.75,,11.05,11.3,,9.35,9.35
63006199,4.8,4,4,4.5,5,3.25,5,6.25,1.6,4.5,4.83,13.3,14.3,12.25,10.4,10.4
63006204,3.6,4.25,,,,3,4.5,7.5,2.2,,5,,,11.75,10.05,
63006210,3.8,5.5,,,,2.75,7,6.75,3,,5.5,,,15.25,12.3,
63005891,5.4,5.25,3.5,6.25,3.75,3.75,5.25,6.75,3.4,4.5,5.25,15.15,15.4,14.25,14.05,12.3
63005914,4,3.5,3.25,4.5,3.75,,,,2.4,3.83,,11.75,12.25,,9.9,9.65
63005919,6.2,7.25,6.75,6.75,5.5,,,,4,6.33,,19.7,18.45,,17.45,16.95
63005947,6.6,5.75,5.25,6.5,3.25,1.75,3,6.75,4.8,5,3.83,18.35,16.35,10.5,17.15,16.65
63005956,5.4,6.25,4.5,5.75,6.25,,,,2.6,5.5,,15.65,17.4,,14.25,12.5
63005901,5.2,5,6,6,3.5,,,,2.4,5.17,,17.2,14.7,,12.6,13.6
63005923,6,6.5,6,8.75,2.5,,,,4,5.75,,20.75,17.25,,16.5,16
63005933,5.2,4.25,2.5,5,3.75,3.25,4.25,5.75,2.2,3.75,4.42,12.7,13.95,11.75,11.65,9.9
63000185,5.6,5.5,5,5.25,6,,,,4,5.42,,15.85,16.85,,15.1,14.6
63000193,6.8,5.25,5.25,5.75,5.25,,,,3.8,5.42,,17.8,17.8,,15.85,15.85
63000195,5.4,5,4,4.25,5.75,,,,3.6,4.67,,13.65,15.4,,14,13
63000199,4.2,6.25,6.25,6.25,4.25,,,,2.6,5.58,,16.7,14.7,,13.05,13.05
63000214,5.4,3.75,6.75,3.75,5,,,,3.4,5.17,,15.9,14.15,,12.55,15.55
63001556,6.4,6.25,,,,4.25,7.75,7.25,4,,6.42,,,18.25,16.65,
63001569,3,4,,,,3.75,5.75,7.5,3.6,,5.67,,,13.5,10.6,
63001574,3.8,3.5,,,,4.75,5.25,6.5,3.2,,5.5,,,13.5,10.5,
63001576,4.8,3.5,,,,4,6.25,6.75,2.2,,5.67,,,13.75,10.5,
63001582,5.2,6.5,,,,5.75,7,8.5,4,,7.08,,,19.25,15.7,
63001589,5.6,5,,,,4.75,6.5,9.25,3.6,,6.83,,,16.25,14.2,
63001593,3.4,6,,,,4.25,6.5,7.75,3.2,,6.17,,,16.75,12.6,
63001604,3.8,7.5,,,,2.75,5.5,7.25,2.6,,5.17,,,15.75,13.9,
63001901,4.6,3.75,,,,4.75,6,6.5,2,,5.75,,,14.5,10.35,
63001903,4.8,4.25,3.5,2.25,4.25,,,,3.4,3.33,,10.55,11.3,,12.45,11.7
63001905,4.6,4.5,4.25,4.75,5.5,,,,1.8,4.83,,13.6,14.85,,10.9,10.65
63001906,6,3.75,5.75,5.75,4,,,,3.8,5.17,,17.5,15.75,,13.55,15.55
63001907,5.6,4.5,6.5,5.75,2.75,,,,3,5,,17.85,14.1,,13.1,15.1
63001917,5.4,4,4,3.5,4.75,,,,2,4.08,,12.9,13.65,,11.4,11.4
63001924,6,5.75,5.25,5.75,4.75,,,,2.8,5.25,,17,16.5,,14.55,14.05
