SBD,TOÁN,VĂN,LÝ,HÓA,SINH,SỬ,ĐỊA,GDCD,ANH,KHTN,KHXH,KHỐI A,KHỐI B,KHỐI C,KHỐI D,KHỐI A1
62001503,6.6,8.25,4.5,5.25,5.25,,,,3.8,5,,16.35,17.1,,18.65,14.9
62001510,5.4,7,5.5,4,5.25,,,,2.8,4.92,,14.9,14.65,,15.2,13.7
62001373,5.6,6.75,3.25,3.25,4.5,,,,4.2,3.67,,12.1,13.35,,16.55,13.05
62001378,5.2,6.5,3,4,4,,,,3.6,3.67,,12.2,13.2,,15.3,11.8
62001413,5,6.25,3.75,4.75,5.25,,,,2,4.58,,13.5,15,,13.25,10.75
62001423,4.4,6.5,3,3.5,4.5,,,,3.6,3.67,,10.9,12.4,,14.5,11
62001438,5.4,6.5,4,4.5,4.25,,,,3.6,4.25,,13.9,14.15,,15.5,13
62001458,5,6.75,4.75,7.75,5,,,,3.2,5.83,,17.5,17.75,,14.95,12.95
62001467,6.2,4,4.75,6.5,5.5,,,,3.4,5.58,,17.45,18.2,,13.6,14.35
62002926,2.6,7.5,,,,4,5.25,7.75,3.4,,5.67,,,16.75,13.5,
62002932,2.4,6,,,,4.25,4,6,2.2,,4.75,,,14.25,10.6,
62002938,5,6.5,,,,3,6.75,8,2.6,,5.92,,,16.25,14.1,
62002940,6.2,7.5,7,7.5,4.5,,,,2.6,6.33,,20.7,18.2,,16.3,15.8
62002941,3.4,4.25,,,,4.25,6.25,7.75,2.6,,6.08,,,14.75,10.25,
62002947,3,5,,,,1.5,5.25,6.5,3,,4.42,,,11.75,11,
62002954,2.8,4.5,,,,2.5,4,8,3,,4.83,,,11,10.3,
62002960,5,6.25,,,,3.75,6.75,9,3.4,,6.5,,,16.75,14.65,
62002289,3.6,5.5,,,,3.75,4.5,6.25,3.4,,4.83,,,13.75,12.5,
62002281,3.2,4,,,,4.5,5.75,6.25,1.6,,5.5,,,14.25,8.8,
62002282,3.4,3.25,,,,3,3.5,5,2.4,,3.83,,,9.75,9.05,
62002255,2.2,5.5,,,,3.75,4.25,6.25,1.2,,4.75,,,13.5,8.9,
62002257,3.8,6.25,,,,5.25,5.25,6.25,3,,5.58,,,16.75,13.05,
62002261,3.4,2.5,,,,2.75,4.25,5.25,2.8,,4.08,,,9.5,8.7,
62002264,6.2,6,,,,5,5.5,7.75,2.2,,6.08,,,16.5,14.4,
62002268,2.8,4,,,,2.25,3.5,5,2.6,,3.58,,,9.75,9.4,
62002271,5,6,,,,4.75,7,6.5,3,,6.08,,,17.75,14,
62002966,3.8,7.5,,,,4.5,5.5,8.75,3.4,,6.25,,,17.5,14.7,
62002972,3.4,5,,,,2.5,5,7.5,3.6,,5,,,12.5,12,
62002980,5,6,6.25,4.75,4.5,,,,3.8,5.17,,16,14.25,,14.8,15.05
62002985,3,6.25,,,,2.5,4.75,8.5,2.8,,5.25,,,13.5,12.05,
62002994,2.8,2.75,,,,4,4.75,6.5,2.4,,5.08,,,11.5,7.95,
62001630,4.4,7,2.75,5.25,3.75,,,,1.6,3.92,,12.4,13.4,,13,8.75
62001538,5.4,8.5,5.75,5.75,5,,,,4.4,5.5,,16.9,16.15,,18.3,15.55
62001590,6,7.75,4.5,4.5,6,,,,5.2,5,,15,16.5,,18.95,15.7
62001516,5,6.75,3.75,5.25,3.25,,,,2.2,4.08,,14,13.5,,13.95,10.95
62001555,6.6,5.5,6.25,5.25,5.75,,,,2.4,5.75,,18.1,17.6,,14.5,15.25
62001624,5.8,9,5,6.75,7,,,,4,6.25,,17.55,19.55,,18.8,14.8
62001691,5.2,7,2,3,4.25,,,,3,3.08,,10.2,12.45,,15.2,10.2
62001700,4.4,6.75,3,5.25,4.75,,,,2.4,4.33,,12.65,14.4,,13.55,9.8
62001657,5.4,4,3.25,4.75,4,,,,4.2,4,,13.4,14.15,,13.6,12.85
62001659,6.2,5.75,5,5,5.5,,,,3.2,5.17,,16.2,16.7,,15.15,14.4
62001665,5.4,7.25,4.5,5.25,6.25,,,,3.6,5.33,,15.15,16.9,,16.25,13.5
62001701,5.2,5,5.25,3.25,5.25,,,,3.8,4.58,,13.7,13.7,,14,14.25
62002274,5,2,,,,3,4.5,4.75,2.8,,4.08,,,9.5,9.8,
62002276,2.8,4.25,,,,4,2.75,5.75,3.4,,4.17,,,11,10.45,
62001641,3.8,4,3.75,3.5,2.75,,,,2.6,3.33,,11.05,10.05,,10.4,10.15
62001648,2.8,6,,,,4.5,6,8.25,3.2,,6.25,,,16.5,12,
62001654,4,4.5,,,,2.5,5.5,7.25,2.4,,5.08,,,12.5,10.9,
62001660,5.4,4.75,2.75,2.25,2.5,,,,3.2,2.5,,10.4,10.15,,13.35,11.35
62001669,2.6,3,,,,1.75,5,6,2.2,,4.25,,,9.75,7.8,
62001676,4,7.5,,,,3.5,5,8.75,2.6,,5.75,,,16,14.1,
62001683,5.8,7,,,,4.75,6.75,9,3.2,,6.83,,,18.5,16,
62001690,5.2,8.5,,,,5.25,7.5,9.5,4.2,,7.42,,,21.25,17.9,
62001697,4.4,5.5,5,4.5,3.5,,,,3.8,4.33,,13.9,12.4,,13.7,13.2
62001374,5.4,4.25,,,,1.75,4.5,4.5,3,,3.58,,,10.5,12.65,
62001409,5.2,5,,,,5.5,7,8.25,2.4,,6.92,,,17.5,12.6,
62001406,3,6.25,,,,4,5,8.25,2.2,,5.75,,,15.25,11.45,
62001412,4.8,8.5,,,,3.75,5,9,3.8,,5.92,,,17.25,17.1,
62001376,4.6,5,,,,2.25,6,8,2.6,,5.42,,,13.25,12.2,
62001380,5.2,8,,,,3.75,7.5,8.5,3,,6.58,,,19.25,16.2,
62001673,7.6,5,6.75,6.5,3.5,,,,1.4,5.58,,20.85,17.6,,14,15.75
62001695,5.8,6.75,5.75,4,4.25,,,,3.6,4.67,,15.55,14.05,,16.15,15.15
62001381,3,4.25,,,,2.5,4,,,,,,,10.75,,
62001382,2.4,4,,,,4,4.75,,,,,,,12.75,,
62001392,2.4,3,,,,2.5,4.5,,,,,,,10,,
62001415,2.4,5.75,,,,4,5.25,,,,,,,15,,
62001428,3.8,3.25,,,,3.5,3.25,,,,,,,10,,
62001431,3.2,4.25,,,,4.25,6.25,,,,,,,14.75,,
62001432,5.4,,,3.5,4.25,,,,,,,,13.15,,,
62001505,2.8,3.5,,,,3,4.25,,,,,,,10.75,,
62001584,4.4,5.75,,,,4.75,6.75,,,,,,,17.25,,
62001592,3.2,3,,,,2.75,3.5,,,,,,,9.25,,
62001596,5.6,,5.25,5.5,4,,,,,4.92,,16.35,15.1,,,
62001621,2.6,5,,,,3.25,3.75,,,,,,,12,,
62001623,3.4,5.5,,,,4,,,,,,,,,,
62001388,3,5.5,,,,3.5,3.5,,,,,,,12.5,,
62001414,2.8,2.75,,,,3.25,5.5,,,,,,,11.5,,
62001449,2,4.5,,,,2.5,6.5,,,,,,,13.5,,
62001500,3.8,3.75,,,,3.25,5,,,,,,,12,,
62001581,2.4,3.25,,,,3.5,5.25,,,,,,,12,,
62001607,2.6,5.5,,,,3.5,3.75,,,,,,,12.75,,
62001629,2.8,4.5,,,,5.5,7,,,,,,,17,,
62001384,3.2,6.25,,,,4,4.75,8.75,3.6,,5.83,,,15,13.05,
62001386,3.6,6.25,,,,3.25,5,6.75,4.8,,5,,,14.5,14.65,
62001393,4.2,7.75,,,,4,8,9.25,3,,7.08,,,19.75,14.95,
62001397,4.6,5,,,,4.75,6.25,8.75,4.4,,6.58,,,16,14,
62001399,3.6,5,,,,3.25,5.25,7.75,2.2,,5.42,,,13.5,10.8,
62002277,3.4,5,,,,3.25,3.25,5.25,3.2,,3.92,,,11.5,11.6,
62002291,4,7,,,,5.5,5.25,7.75,3,,6.17,,,17.75,14,
62002312,3.4,5,,,,2.5,4.5,6,3,,4.33,,,12,11.4,
62002295,4.2,5,,,,4.75,5.25,7.5,2.2,,5.83,,,15,11.4,
62002299,3.2,5,,,,3.25,3.75,4.75,2,,3.92,,,12,10.2,
62002302,2.6,3.5,,,,2.75,3,4.5,3,,3.42,,,9.25,9.1,
62002304,2.6,4.25,,,,6,6.75,8.75,2.2,,7.17,,,17,9.05,
62002306,3.2,5.25,,,,3.5,5.75,7,1.8,,5.42,,,14.5,10.25,
62002308,3.6,2.5,,,,3.75,5.75,7.5,2.6,,5.67,,,12,8.7,
62002313,2.8,4.25,,,,4,4,4,2.4,,4,,,12.25,9.45,
62002317,3.2,6.25,,,,3.5,5,5.25,2.8,,4.58,,,14.75,12.25,
62002334,4.8,7.5,,,,3,6.25,7.25,3.6,,5.5,,,16.75,15.9,
62001663,4.2,6,,,,4.5,3.75,,,,,,,14.25,,
62001670,3,2.75,,,,2.25,5.5,,,,,,,10.5,,
62001674,2.8,4,,,,3,4.75,,,,,,,11.75,,
62001692,2.6,4,,,,4,4.5,,,,,,,12.5,,
62001390,3.6,3.75,,,,2.5,5,,,,,,,11.25,,
62001394,2,3,,,,3.75,4,,,,,,,10.75,,
62001402,2.2,3,,,,3,3.75,,,,,,,9.75,,
62001426,2.6,3.25,,,,4.25,5.25,,,,,,,12.75,,
62001476,3,5,,,,3.75,5.5,,,,,,,14.25,,
62001488,3.2,3.5,,,,3,3.75,,,,,,,10.25,,
62001494,2.2,3.75,,,,3.25,2.25,,,,,,,9.25,,
62001495,2.6,4,,,,2.75,4.5,,,,,,,11.25,,
62001519,4,5,,,,3.5,5.75,,,,,,,14.25,,
62001522,1.8,5,,,,2.75,4.25,,,,,,,12,,
62001568,2.2,3.5,,,,2.75,3.5,,,,,,,9.75,,
62001606,2.4,3.75,,,,2.75,3.5,,,,,,,10,,
62001644,3,4.25,,,,2.5,4,,,,,,,10.75,,
62001474,5.8,,5,6.25,5.25,,,,,5.5,,17.05,17.3,,,
62001661,7.6,,9.25,7.5,3.75,,,,,6.83,,24.35,18.85,,,
62002011,4.2,5,,,,3.5,7,6.5,3.4,,5.67,,,15.5,12.6,
62002018,3,3.75,,,,2,5.25,6.5,2.8,,4.58,,,11,9.55,
62002027,5.4,6.25,,,,4.25,7.25,5.75,3.6,,5.75,,,17.75,15.25,
62002342,4.4,7.25,,,,2,6.75,7.25,2.2,,5.33,,,16,13.85,
62002349,5,8,,,,6,7.5,6.75,2.8,,6.75,,,21.5,15.8,
62002351,5,6.75,,,,4.5,6,6.5,2.6,,5.67,,,17.25,14.35,
62002323,1.2,3,,,,1.5,2.75,4.75,2.6,,3,,,7.25,6.8,
62002326,3.2,6.25,,,,3.75,6,5.5,2.6,,5.08,,,16,12.05,
62002343,3,2.5,,,,3,4.25,3.75,4,,3.67,,,9.75,9.5,
62002320,5.4,5,,,,3.75,6.5,8,2.6,,6.08,,,15.25,13,
62002338,3.2,6,,,,3.75,5.25,6.25,2.6,,5.08,,,15,11.8,
62002359,3.6,6.5,,,,5.75,7,7.5,2.2,,6.75,,,19.25,12.3,
62002363,3.4,5,,,,2.75,4.75,6.5,1.2,,4.67,,,12.5,9.6,
62002366,4,6,,,,5.5,5.75,7.5,2.6,,6.25,,,17.25,12.6,
62002369,3.6,7.25,,,,5.25,6.25,7.25,1.8,,6.25,,,18.75,12.65,
62002371,3,4,,,,3.25,3.75,5.25,2,,4.08,,,11,9,
62002373,3,5,,,,4,4.5,5.25,2.6,,4.58,,,13.5,10.6,
62002376,1.8,3.25,,,,2.25,3,4,3.6,,3.08,,,8.5,8.65,
62002378,5,6.5,,,,4.5,7.75,5,2.8,,5.75,,,18.75,14.3,
62002394,3,4.25,,,,2.5,5,7.25,2.4,,4.92,,,11.75,9.65,
62002030,4.8,4.5,,,,4.5,5.25,6.25,3.2,,5.33,,,14.25,12.5,
62002044,2.4,3,,,,2.25,4,3.75,3.2,,3.33,,,9.25,8.6,
62002047,2.8,3.5,,,,2.25,4.25,5.5,4.6,,4,,,10,10.9,
62002051,3.2,2.75,,,,2.5,3.75,5.25,2.2,,3.83,,,9,8.15,
62002055,5,8,,,,3.75,5.25,8.25,2.8,,5.75,,,17,15.8,
62002059,4,6,,,,4.75,5.5,5,3.6,,5.08,,,16.25,13.6,
62002066,4.6,5.5,,,,3,5,6.25,1.8,,4.75,,,13.5,11.9,
62002073,4.6,5.25,,,,4.5,5.25,7.5,2.6,,5.75,,,15,12.45,
62002082,3,5,,,,5.5,3,5.25,2.8,,4.58,,,13.5,10.8,
62002088,3.8,6.5,,,,6.5,5.5,7,3.2,,6.33,,,18.5,13.5,
62002098,1.8,2,,,,2.25,4.75,4.75,2.6,,3.92,,,9,6.4,
62002128,5.4,7.75,,,,2.5,6,6,3,,4.83,,,16.25,16.15,
62002136,3.6,2.75,,,,3.5,4.25,5.5,4,,4.42,,,10.5,10.35,
62002804,2.4,7,,,,3,6,8.25,4,,5.75,,,16,13.4,
62002807,3,5,,,,3.5,4.25,6.5,2.8,,4.75,,,12.75,10.8,
62002814,4.4,6.5,,,,4,6,9,4,,6.33,,,16.5,14.9,
62002817,7.4,6,5.5,6,6,,,,3.4,5.83,,18.9,19.4,,16.8,16.3
62002400,2,2.5,,,,2,3.5,4.75,3,,3.42,,,8,7.5,
62002386,1.8,4,,,,3.5,3.5,6,2.8,,4.33,,,11,8.6,
62002387,4.4,5.25,,,,5,5.25,6.75,2.8,,5.67,,,15.5,12.45,
62002390,5,6.25,,,,4.25,6.5,8,2.4,,6.25,,,17,13.65,
62002391,1.8,3.25,,,,2.25,3.25,5,2.8,,3.5,,,8.75,7.85,
62002404,4.4,7.25,,,,4,7,7.5,4.2,,6.17,,,18.25,15.85,
62001433,4.4,5,,,,2.25,6.5,7.5,1.4,,5.42,,,13.75,10.8,
62001435,3.6,5,,,,2.5,2.75,4.75,1.8,,3.33,,,10.25,10.4,
