SBD,TOÁN,VĂN,LÝ,HÓA,SINH,SỬ,ĐỊA,GDCD,ANH,KHTN,KHXH,KHỐI A,KHỐI B,KHỐI C,KHỐI D,KHỐI A1
55003643,3.4,5.42,,,,2.25,4,8.5,3.6,,4.92,,,11.67,12.42,
55000635,4.2,8.25,,,,3,5.75,8,4,,5.58,,,17,16.45,
55000668,4,6.5,,,,4.5,6.75,8,1.8,,6.42,,,17.75,12.3,
55000680,4.4,4.75,,,,5.75,5.75,8,2.6,,6.5,,,16.25,11.75,
55000686,3.6,6,,,,2.75,4.5,7.25,3.2,,4.83,,,13.25,12.8,
55000682,5,3.75,,,,2.5,6.5,7.75,2.8,,5.58,,,12.75,11.55,
55000684,3.4,5.75,,,,4.25,6,7.75,3.6,,6,,,16,12.75,
55000695,3,8,,,,7.75,7,6.25,2.2,,7,,,22.75,13.2,
55000697,6,5,,,,3,5.25,8.25,3.2,,5.5,,,13.25,14.2,
55000701,3.6,4.25,,,,2.75,5.25,5.5,1.6,,4.5,,,12.25,9.45,
55000707,3.4,5.75,,,,3,5.5,8.5,3,,5.67,,,14.25,12.15,
55001469,5.6,6.25,6,3.5,4,,,,4.2,4.5,,15.1,13.1,,16.05,15.8
55001476,4.6,6.5,4.25,4,3,,,,4.2,3.75,,12.85,11.6,,15.3,13.05
55001489,3,7,,,,4,5,6.75,3.2,,5.25,,,16,13.2,
55001495,5.8,8,,,,6.25,6.75,8.75,5.2,,7.25,,,21,19,
55000893,2.4,4,,,,1.5,4.75,7.75,4,,4.67,,,10.25,10.4,
55000902,3.8,5.25,,,,5,5.5,7.75,2,,6.08,,,15.75,11.05,
55000915,5.6,6.5,5.25,5.25,5.5,,,,4.4,5.33,,16.1,16.35,,16.5,15.25
55001072,2.8,4.5,,,,4.25,5.75,8.5,1.8,,6.17,,,14.5,9.1,
55000848,3,4,,,,4.25,6.25,,,,,,,14.5,,
55000850,4,2.75,,,,4.5,5.5,,,,,,,12.75,,
55000852,2.2,2.75,,,,3.25,3.75,,,,,,,9.75,,
55000856,3.2,6.5,,,,2.5,6.25,,,,,,,15.25,,
55000845,2,4.5,,,,3.75,4.5,,,,,,,12.75,,
55000835,2.6,2,,,,2.5,3.25,,,,,,,7.75,,
55000858,5,8.5,,,,6,6.5,,,,,,,21,,
55000862,1.6,1.75,,,,3,5.25,,,,,,,10,,
55000864,3.4,2.5,,,,3.25,3.5,,,,,,,9.25,,
55000556,5.2,,5.75,5,,,,,4,,,15.95,,,,14.95
55000866,4.4,2.25,,,,3.25,1.75,,,,,,,7.25,,
55000867,2.2,0.5,,,,2,3.5,,,,,,,6,,
55001519,3,2.25,,,,3.5,3,,,,,,,8.75,,
55001525,2.4,4.5,,,,2.75,4.75,,,,,,,12,,
55001531,2.2,2.75,,,,2,4.5,,,,,,,9.25,,
55000565,6.4,4.5,3.75,6.25,4.75,,,,2.4,4.92,,16.4,17.4,,13.3,12.55
55000568,4.8,6.5,,,,4.75,6.25,9,3.4,,6.67,,,17.5,14.7,
55000609,5,6,,,,4.25,5.5,7.75,3.4,,5.83,,,15.75,14.4,
55001130,5.8,3.75,4.75,4.75,5.25,,,,5.4,4.92,,15.3,15.8,,14.95,15.95
55002670,6.2,7,5.5,3.75,4.5,,,,3,4.58,,15.45,14.45,,16.2,14.7
55002674,5.8,6.25,,,,5,7.75,9,3.2,,7.25,,,19,15.25,
55002678,6.6,8,4,4.75,5.25,,,,3,4.67,,15.35,16.6,,17.6,13.6
55002681,5.6,4.75,3,3,3.5,,,,3.2,3.17,,11.6,12.1,,13.55,11.8
55002683,4.6,3.5,,,,2.75,6,6.5,2.6,,5.08,,,12.25,10.7,
55002686,4.6,4.75,3.5,2.75,4.5,,,,2.6,3.58,,10.85,11.85,,11.95,10.7
55002689,5.6,4.75,3.5,5.5,5.75,,,,4.2,4.92,,14.6,16.85,,14.55,13.3
