SBD,TOÁN,VĂN,LÝ,HÓA,SINH,SỬ,ĐỊA,GDCD,ANH,KHTN,KHXH,KHỐI A,KHỐI B,KHỐI C,KHỐI D,KHỐI A1
6000255,2.4,4,,,,2.5,4.25,6.25,3,,4.33,,,10.75,9.4,
6000262,2.6,6.5,,,,4.5,6.5,6.5,1.8,,5.83,,,17.5,10.9,
6000266,3.4,6.5,,,,5,6.5,9.5,3.4,,7,,,18,13.3,
6000279,2,3.5,,,,2.75,4.75,6.25,2.4,,4.58,,,11,7.9,
6000281,3,7,,,,2,5.75,7.25,2.4,,5,,,14.75,12.4,
6000289,4.2,7.25,,,,3.25,5.5,6.25,2.4,,5,,,16,13.85,
6000297,3.6,5,,,,2.75,3,5.5,2.2,,3.75,,,10.75,10.8,
6000319,2.6,2.5,,,,2.75,5,5,2.8,,4.25,,,10.25,7.9,
6000590,2.8,4,,,,3,6,6.5,2.4,,5.17,,,13,9.2,
6000602,3.2,6.25,,,,4,5.75,7.5,2.2,,5.75,,,16,11.65,
6000603,2.6,5,,,,3.5,5,4,2.2,,4.17,,,13.5,9.8,
6000610,4.6,5.75,,,,5.75,8.25,7,3.2,,7,,,19.75,13.55,
6000625,3.4,6.25,,,,3.5,6.75,7.25,2.6,,5.83,,,16.5,12.25,
6000611,3.2,4.5,,,,2.25,4.75,5.75,2.8,,4.25,,,11.5,10.5,
6000615,5,7,,,,5,6.25,8.5,3.2,,6.58,,,18.25,15.2,
6000623,2.8,4,,,,4.75,5,6,3.6,,5.25,,,13.75,10.4,
6000464,5.2,6.5,4.75,5.5,5.75,,,,3.4,5.33,,15.45,16.45,,15.1,13.35
6001027,3.6,6.5,,,,5,7,6.5,3,,6.17,,,18.5,13.1,
6001032,4.4,6,,,,3.5,5,6.75,2.4,,5.08,,,14.5,12.8,
6001045,5,4.75,,,,3.75,4.25,7.75,4.2,,5.25,,,12.75,13.95,
6001051,2.4,4,,,,3.75,4.75,4.75,2.8,,4.42,,,12.5,9.2,
6001056,3.4,5.5,,,,3,4,6.75,3,,4.58,,,12.5,11.9,
6001065,2.6,2.75,,,,2.75,5.25,6,3.2,,4.67,,,10.75,8.55,
6001073,2.8,5.75,,,,3.25,4,7.5,3,,4.92,,,13,11.55,
6001090,3,4.25,,,,1.75,2.75,4,2.8,,2.83,,,8.75,10.05,
6001100,2.4,6.25,,,,2.75,3,7.25,2,,4.33,,,12,10.65,
6001126,4,7.5,,,,3.75,5,8.5,3,,5.75,,,16.25,14.5,
6000169,3,5,,,,3,4.75,5.25,1.2,,4.33,,,12.75,9.2,
6000174,3,7,,,,3.5,5,5.75,2.2,,4.75,,,15.5,12.2,
6000179,3.6,5.75,,,,4.25,5.5,4.75,3.8,,4.83,,,15.5,13.15,
6000186,3.4,5.75,,,,1.75,4.25,5,3,,3.67,,,11.75,12.15,
6000230,3,5.5,,,,3.5,6.5,7.5,1.8,,5.83,,,15.5,10.3,
6000245,4,4.75,,,,3.5,4.5,6.25,2.4,,4.75,,,12.75,11.15,
6000013,1.8,4,,,,4.25,5.75,6.75,2.6,,5.58,,,14,8.4,
6001158,3.4,4.5,,,,2.25,5.25,7,2.6,,4.83,,,12,10.5,
6001183,4.2,3.75,,,,4,4.75,8,2.4,,5.58,,,12.5,10.35,
6000964,4.2,6.5,,,,3.75,5.5,6.25,3.6,,5.17,,,15.75,14.3,
6000948,3.8,4.25,,,,3.75,5.25,7,2.4,,5.33,,,13.25,10.45,
6000952,3.8,5,,,,4.25,7,7.25,3.4,,6.17,,,16.25,12.2,
6000959,4.4,6.5,,,,5,5.5,7.5,2.2,,6,,,17,13.1,
6000969,3.8,3.5,,,,4.75,4.5,7,2.2,,5.42,,,12.75,9.5,
6000972,3.2,5.5,,,,3,4,8,2.6,,5,,,12.5,11.3,
6000965,4.6,8.5,,,,4.5,6,8.75,3.6,,6.42,,,19,16.7,
6000971,4.2,6,,,,4.75,6.5,8.25,3.2,,6.5,,,17.25,13.4,
6000086,2.2,4,,,,3.5,5.5,6.25,2.6,,5.08,,,13,8.8,
6000096,3.4,6.5,,,,3.75,5.75,7,3.2,,5.5,,,16,13.1,
6000102,4,5,,,,4.5,7.25,8.75,3,,6.83,,,16.75,12,
6000115,3.4,5.75,,,,2.75,6.5,7,2.6,,5.42,,,15,11.75,
6000135,3.4,7,,,,3.75,4.75,5.75,3.2,,4.75,,,15.5,13.6,
6000142,3.4,5.5,,,,4,5,6.25,3,,5.08,,,14.5,11.9,
6000152,2.8,3,,,,3.25,3.5,5.75,2.6,,4.17,,,9.75,8.4,
6000083,2.4,2,,,,4.5,4.25,5.25,3.2,,4.67,,,10.75,7.6,
6000085,3,5.5,,,,2.5,5,5,2.2,,4.17,,,13,10.7,
6000087,3.4,6.75,,,,3,4.25,5,3.4,,4.08,,,14,13.55,
6000092,3.8,8.25,,,,4.5,5.75,8,2.6,,6.08,,,18.5,14.65,
6000095,3.8,6.75,,,,5.5,6,8.5,3.8,,6.67,,,18.25,14.35,
6000068,4.6,3.25,,,,4,4.25,5,2.8,,4.42,,,11.5,10.65,
6000071,3.6,3.5,,,,3.25,4.25,5.5,3,,4.33,,,11,10.1,
6000075,2.8,5.75,,,,4,5.75,6.5,3.6,,5.42,,,15.5,12.15,
6000079,4,5,,,,3,6,6.75,4,,5.25,,,14,13,
6000097,3.8,5.25,,,,3,4.25,3.5,2.6,,3.58,,,12.5,11.65,
6000116,2.6,3.5,,,,2.75,3.25,5.25,2,,3.75,,,9.5,8.1,
6000117,3.8,4,,,,3.75,3.5,6.25,3.4,,4.5,,,11.25,11.2,
6000099,3.6,3.5,,,,2.5,4.75,5,3.8,,4.08,,,10.75,10.9,
6000476,4.6,5.25,3.75,5,5,,,,2.4,4.58,,13.35,14.6,,12.25,10.75
6000510,5.4,7.5,5,6.25,5,,,,3.4,5.42,,16.65,16.65,,16.3,13.8
6000538,5.4,5.25,5,4.5,5.25,,,,3.2,4.92,,14.9,15.15,,13.85,13.6
6000548,4.4,3.75,4.75,5.5,4.75,,,,2.6,5,,14.65,14.65,,10.75,11.75
6000560,5.6,6.5,4.25,3,5,,,,2.4,4.08,,12.85,13.6,,14.5,12.25
6000619,3.2,5,2.75,4.25,4,,,,2.6,3.67,,10.2,11.45,,10.8,8.55
6000905,4.4,6.75,,,,5.25,8.25,9.75,2.4,,7.75,,,20.25,13.55,
6000908,4,7.5,,,,5.5,6,8.75,4.2,,6.75,,,19,15.7,
6000912,5.2,9.25,,,,6.5,7.5,8,5.6,,7.33,,,23.25,20.05,
6000920,5.6,7,,,,5,7.75,7.5,4.4,,6.75,,,19.75,17,
6000923,5.4,8.5,,,,5.75,6,8.5,3.6,,6.75,,,20.25,17.5,
6000916,4.2,7.5,,,,5.5,6.75,7,6.2,,6.42,,,19.75,17.9,
6000929,6.2,8,,,,7,8.75,9.25,3.6,,8.33,,,23.75,17.8,
6000932,5,8.5,,,,6,7.25,7.5,3.6,,6.92,,,21.75,17.1,
6000937,4.2,7,,,,5.5,7,9.5,3,,7.33,,,19.5,14.2,
6000941,4.8,8,,,,6.5,7.75,8.5,3.8,,7.58,,,22.25,16.6,
6000862,7.2,7.75,7.75,4.5,6.25,,,,5.6,6.17,,19.45,17.95,,20.55,20.55
6000015,2.8,6.25,,,,5.5,6.75,8.25,3.2,,6.83,,,18.5,12.25,
6000030,4.4,5,,,,5.25,5.25,8,3.4,,6.17,,,15.5,12.8,
6000034,3.6,2.5,,,,1.75,3.75,4.75,2.2,,3.42,,,8,8.3,
6000039,2.2,3,,,,2.5,3.5,6.75,3.2,,4.25,,,9,8.4,
6000047,2.8,4,,,,2.5,4.5,6.5,1.4,,4.5,,,11,8.2,
6000052,3.4,4,,,,3.5,6,6.5,2.4,,5.33,,,13.5,9.8,
6000062,4,3,,,,4.25,6.25,6.5,3.6,,5.67,,,13.5,10.6,
6000064,2.6,2.75,,,,4,4.25,5.5,3.2,,4.58,,,11,8.55,
6000313,2.8,2,,,,2.75,4,2.75,3,,3.17,,,8.75,7.8,
6000315,5.4,4.5,,,,4.25,5.5,7.25,2.8,,5.67,,,14.25,12.7,
6000310,3,5.5,,,,2.5,5.75,6.75,2.6,,5,,,13.75,11.1,
6000317,3.4,2.5,,,,4.5,4.25,5.5,1.8,,4.75,,,11.25,7.7,
6000321,3.2,2.75,,,,4.5,5.5,5,3.8,,5,,,12.75,9.75,
6000326,3.2,5,,,,5.5,4.5,7,3.6,,5.67,,,15,11.8,
6000328,3.6,3.75,,,,4,6.25,8,4.2,,6.08,,,14,11.55,
6000333,4,5.25,,,,3.5,4.25,5.75,3,,4.5,,,13,12.25,
6000335,2.2,4.75,,,,5,4.25,5.25,3,,4.83,,,14,9.95,
6000160,2.4,5,,,,4,3.75,5,3.4,,4.25,,,12.75,10.8,
6000176,2.4,4.75,2.75,2.5,5.5,2.5,3.5,4.5,2.8,3.58,3.5,7.65,10.4,10.75,9.95,7.95
6000193,2,2,,,,2.75,2.25,3.5,2.8,,2.83,,,7,6.8,
6000205,2.4,5.75,,,,3.5,5,5.5,3.2,,4.67,,,14.25,11.35,
6000221,1.6,3.25,,,,4.75,5.5,5.25,2.2,,5.17,,,13.5,7.05,
6000369,2.8,4,,,,2,5.5,6.25,3.4,,4.58,,,11.5,10.2,
6000372,2.6,6.25,,,,4.25,5.5,5.5,2,,5.08,,,16,10.85,
6000379,3.8,2.75,,,,2.5,6,7.5,2.2,,5.33,,,11.25,8.75,
6000389,3.4,4,,,,3.75,3.25,5.5,3,,4.17,,,11,10.4,
6000391,2.8,3,,,,3.5,5.25,6.75,2.6,,5.17,,,11.75,8.4,
6000409,4.8,5.5,,,,2.75,4.75,6.75,2.6,,4.75,,,13,12.9,
6000400,3,4.25,,,,2,4.75,7.5,2.6,,4.75,,,11,9.85,
6000689,7.8,4.5,5,7.5,7,,,,5.2,6.5,,20.3,22.3,,17.5,18
6000702,7,5.75,5.75,5.75,4.25,,,,4.8,5.25,,18.5,17,,17.55,17.55
6000685,6.2,6,4.25,6,4.75,,,,4.6,5,,16.45,16.95,,16.8,15.05
6000694,6.6,8.75,5.75,4,2.75,,,,6.6,4.17,,16.35,13.35,,21.95,18.95
6000709,7,7.5,4.75,5,6.5,,,,8.2,5.42,,16.75,18.5,,22.7,19.95
6000101,2.8,2.5,,,,4.75,5,6.75,1.6,,5.5,,,12.25,6.9,
6000103,3.2,4,,,,4,6.25,7.25,3.6,,5.83,,,14.25,10.8,
6000107,2.6,2.75,,,,3.75,6.25,7.5,3,,5.83,,,12.75,8.35,
6000110,3,2.75,,,,2.25,5.25,6.25,2.8,,4.58,,,10.25,8.55,
6000114,3.4,2.75,,,,3.25,6,7.75,2.6,,5.67,,,12,8.75,
6000121,1.8,2,,,,2.75,2.75,4,2.2,,3.17,,,7.5,6,
6000124,2.8,2.25,2.75,3,4.75,3.25,5.25,5.25,2.6,3.5,4.58,8.55,10.55,10.75,7.65,8.15
6000128,3.2,6.25,,,,3,3.5,7,2.6,,4.5,,,12.75,12.05,
6000546,3.8,1.75,,,,3,5,4.25,2.2,,4.08,,,9.75,7.75,
6000547,4.4,5,,,,3.5,4.5,6,2.6,,4.67,,,13,12,
6000550,4.8,7.5,,,,3.5,6.5,8.25,2.4,,6.08,,,17.5,14.7,
6000556,4.6,3.75,,,,4.75,7.25,7.75,2.4,,6.58,,,15.75,10.75,
6000559,4.6,6,,,,4,6.25,7.5,3.4,,5.92,,,16.25,14,
6000563,3.2,4.75,,,,4.5,5.75,6.75,3.6,,5.67,,,15,11.55,
6000574,4.4,4.25,,,,4.5,8,7.5,3.8,,6.67,,,16.75,12.45,
6000579,3.4,7,,,,2.5,5.75,6.5,4.4,,4.92,,,15.25,14.8,
6000582,3.6,4.5,,,,2.75,6.75,6.75,3.6,,5.42,,,14,11.7,
6000330,3,3.75,,,,4,5,6.5,1.2,,5.17,,,12.75,7.95,
6000332,2.8,6,,,,4.5,5.25,8.5,2.2,,6.08,,,15.75,11,
6000340,3.8,5,,,,5,4.75,8,2.8,,5.92,,,14.75,11.6,
6000352,2.2,5,,,,2.25,4.5,5.5,3.2,,4.08,,,11.75,10.4,
6000354,3.8,7.25,,,,3.25,6.25,7.25,3.6,,5.58,,,16.75,14.65,
6000355,2.4,6.25,,,,3.5,4.25,2.25,1.4,,3.33,,,14,10.05,
6000356,3,6.5,,,,4.75,6.5,8,4.8,,6.42,,,17.75,14.3,
6000358,2.4,4.25,,,,4.25,4.25,5.25,2.6,,4.58,,,12.75,9.25,
6000363,2.2,5.5,,,,4.25,5.25,6.75,3,,5.42,,,15,10.7,
6000365,3,3.25,,,,3.5,6.25,6.75,2.2,,5.5,,,13,8.45,
6000380,3.6,4,,,,3.75,5.25,5.25,3,,4.75,,,13,10.6,
6000382,4.6,5.75,,,,3.5,6.25,8,2.6,,5.92,,,15.5,12.95,
6000386,2.2,3.25,,,,5,4.25,7.25,2.4,,5.5,,,12.5,7.85,
6000397,3,3.25,,,,2.75,3.75,6.25,2.6,,4.25,,,9.75,8.85,
6000405,2.4,3.25,,,,3.25,5.25,6.75,2.2,,5.08,,,11.75,7.85,
6000406,2.8,3.5,,,,4,5.75,6,2.8,,5.25,,,13.25,9.1,
6000429,4,2.5,,,,3.5,5.5,6,3,,5,,,11.5,9.5,
6003016,3.8,3.25,,,,3.75,4,4.25,2.6,,4,,,11,9.65,
6003017,6.2,7.75,5,2.75,4.75,5,5.25,7,4,4.17,5.75,13.95,13.7,18,17.95,15.2
