SBD,TOÁN,VĂN,LÝ,HÓA,SINH,SỬ,ĐỊA,GDCD,ANH,KHTN,KHXH,KHỐI A,KHỐI B,KHỐI C,KHỐI D,KHỐI A1
50000662,3.6,7,,,,4.5,6.25,8,3.8,,6.25,,,17.75,14.4,
50000679,3,6,,,,5,5,8,4.2,,6,,,16,13.2,
50000686,5,6,,,,4.25,6.5,9,3.8,,6.58,,,16.75,14.8,
50000864,4.6,6.25,5,5.75,4.75,,,,3,5.17,,15.35,15.1,,13.85,12.6
50000875,6.8,6.5,5.75,7.75,7.5,,,,4.4,7,,20.3,22.05,,17.7,16.95
50000888,5.8,7.75,6.25,5.75,6.5,,,,3.6,6.17,,17.8,18.05,,17.15,15.65
50000912,5.8,5.75,5.25,5.5,4.5,,,,2.8,5.08,,16.55,15.8,,14.35,13.85
50000926,6.6,6.5,5.25,5.75,5.75,,,,5,5.58,,17.6,18.1,,18.1,16.85
50000980,6,6.5,5,5.5,4.75,,,,4.8,5.08,,16.5,16.25,,17.3,15.8
50000981,5.4,6.25,6,5.25,5.25,,,,6.2,5.5,,16.65,15.9,,17.85,17.6
50000986,6,6.25,4,5.25,4.75,,,,2.8,4.67,,15.25,16,,15.05,12.8
50000991,6.4,6.92,4.75,5.25,5.5,,,,3.6,5.17,,16.4,17.15,,16.92,14.75
50000927,7,6,6.75,5.75,4,,,,8,5.5,,19.5,16.75,,21,21.75
50000937,5.6,6.5,6.5,4.75,6,,,,3.8,5.75,,16.85,16.35,,15.9,15.9
50000941,5,6.25,1.75,3.75,4,,,,3.8,3.17,,10.5,12.75,,15.05,10.55
50000947,5.2,6,5.5,5,5.75,,,,5.4,5.42,,15.7,15.95,,16.6,16.1
50000960,4.8,5.25,4.5,5.5,3.75,,,,2.4,4.58,,14.8,14.05,,12.45,11.7
50000297,5.8,6,,,,3.5,6,8.75,3,,6.08,,,15.5,14.8,
50000300,4.4,7.25,,,,4.5,6.25,8,4,,6.25,,,18,15.65,
50000082,6.2,6.5,3.75,2.75,4.75,,,,6.4,3.75,,12.7,13.7,,19.1,16.35
50000088,4.8,5.5,3.75,4.25,4.5,,,,4,4.17,,12.8,13.55,,14.3,12.55
50000090,2.2,4,2.5,2,3.25,,,,2,2.58,,6.7,7.45,,8.2,6.7
50000093,5.2,5.75,5.5,4.25,1.75,,,,4.6,3.83,,14.95,11.2,,15.55,15.3
50000101,6.6,5.92,6.75,7.25,5.5,,,,3.6,6.5,,20.6,19.35,,16.12,16.95
50000113,4.8,5.5,5,4.25,3.75,,,,3.4,4.33,,14.05,12.8,,13.7,13.2
50000076,6,6,7.25,5.75,6,,,,4,6.33,,19,17.75,,16,17.25
50000094,5.4,5.75,5,4,4.25,,,,4.2,4.42,,14.4,13.65,,15.35,14.6
50000103,5.6,4,5,4.25,4.75,,,,3.6,4.67,,14.85,14.6,,13.2,14.2
50000108,5.4,5,5.5,4.5,6.25,,,,2.8,5.42,,15.4,16.15,,13.2,13.7
50000073,6,6,5.75,4.75,3,,,,4.6,4.5,,16.5,13.75,,16.6,16.35
50000084,6,6,3.5,5.5,6.75,,,,3.4,5.25,,15,18.25,,15.4,12.9
50000086,5.8,5.75,5.25,5,3.5,,,,4.2,4.58,,16.05,14.3,,15.75,15.25
50000115,5.8,7.25,4.25,5.25,3.75,,,,5.4,4.42,,15.3,14.8,,18.45,15.45
50000119,5.6,6.5,7.25,6.5,4.75,,,,4.2,6.17,,19.35,16.85,,16.3,17.05
50000335,5.8,6.25,6,5,4.5,,,,5.2,5.17,,16.8,15.3,,17.25,17
50000370,3.4,4,4.25,3.25,3.75,,,,4.8,3.75,,10.9,10.4,,12.2,12.45
50000407,8.2,7.5,5.25,6.75,8.75,,,,6.2,6.92,,20.2,23.7,,21.9,19.65
50000373,5.4,5.33,6.25,5.25,5.25,,,,2,5.58,,16.9,15.9,,12.73,13.65
50000392,5.4,6,4,5.25,3.75,,,,3,4.33,,14.65,14.4,,14.4,12.4
50000411,5,7,4.75,4.25,4.25,,,,3.2,4.42,,14,13.5,,15.2,12.95
50000379,5.4,4.5,2.75,3,4.25,,,,2.4,3.33,,11.15,12.65,,12.3,10.55
