SBD,TOÁN,VĂN,LÝ,HÓA,SINH,SỬ,ĐỊA,GDCD,ANH,KHTN,KHXH,KHỐI A,KHỐI B,KHỐI C,KHỐI D,KHỐI A1
4005092,3,2.5,,,,4.25,5,5.75,2.2,,5,,,11.75,7.7,
4005094,5,6,,,,3,5.25,6.5,3.4,,4.92,,,14.25,14.4,
4005095,2.8,3.5,,,,4.75,4.5,6.75,3.8,,5.33,,,12.75,10.1,
4005096,6.4,7,,,,3.5,5.5,7,5.6,,5.33,,,16,19,
4005102,5,3.25,,,,2.75,4.25,6.25,2.8,,4.42,,,10.25,11.05,
4005106,4.6,4,,,,3.75,4.75,5.75,4,,4.75,,,12.5,12.6,
4005111,6.8,5.5,,,,6,6.5,8.5,3,,7,,,18,15.3,
4005118,5.2,4.75,,,,2.5,4.5,4.25,2.6,,3.75,,,11.75,12.55,
4005119,3,4.25,,,,3.25,3.25,4.75,1.8,,3.75,,,10.75,9.05,
4005123,4,4,,,,4.75,5.75,6.75,2,,5.75,,,14.5,10,
4005139,3.6,4.25,,,,2.75,5.25,6.75,2.4,,4.92,,,12.25,10.25,
4005141,3.2,3.75,,,,3.5,2,5.5,4,,3.67,,,9.25,10.95,
4005143,3.4,3,,,,2.5,4.25,4.75,2.2,,3.83,,,9.75,8.6,
4005150,4,4,,,,3.75,4,6.5,3.2,,4.75,,,11.75,11.2,
4005151,5.2,3.75,,,,2.75,6.25,7.25,2.4,,5.42,,,12.75,11.35,
4005152,5.4,2.5,,,,2.75,6.25,6.75,2,,5.25,,,11.5,9.9,
4005156,6.4,8,,,,5,6.25,8,6.4,,6.42,,,19.25,20.8,
4005992,6.2,3.5,7,4.75,4.5,,,,5.4,5.42,,17.95,15.45,,15.1,18.6
4005995,5,6,6.5,6,6.25,,,,3.2,6.25,,17.5,17.25,,14.2,14.7
4006003,4.2,1.5,3.5,3.75,4.75,,,,3.8,4,,11.45,12.7,,9.5,11.5
4006006,6.6,3.5,6.25,5.5,3.75,,,,2.2,5.17,,18.35,15.85,,12.3,15.05
4006008,6.6,8,4.25,5.75,4.5,,,,6.2,4.83,,16.6,16.85,,20.8,17.05
4006013,5.2,3,3.75,3.75,3.25,,,,3.4,3.58,,12.7,12.2,,11.6,12.35
4006019,7,6.25,4.25,3.75,3.5,,,,6.2,3.83,,15,14.25,,19.45,17.45
4006020,3.6,4,4,2.5,3.5,,,,3.8,3.33,,10.1,9.6,,11.4,11.4
4006023,7.6,6.75,8,6.5,5.5,,,,3.6,6.67,,22.1,19.6,,17.95,19.2
4006048,5.2,3,1.5,3.5,2.75,,,,2.4,2.58,,10.2,11.45,,10.6,9.1
4006060,5,6,2.75,2.75,2.75,4.25,5.75,6.5,5.6,2.75,5.5,10.5,10.5,16,16.6,13.35
4006065,7.2,6,3.25,7,5,,,,6.2,5.08,,17.45,19.2,,19.4,16.65
4005568,5.4,5.75,4.5,4,5.25,3.75,5.25,8,5,4.58,5.67,13.9,14.65,14.75,16.15,14.9
4005569,4.2,4.25,6,3.25,4,3.75,6.25,7.25,6.4,4.42,5.75,13.45,11.45,14.25,14.85,16.6
4005570,2.8,2.25,3.75,2.75,4.25,1.75,3.5,7.5,3.6,3.58,4.25,9.3,9.8,7.5,8.65,10.15
4005575,6.4,6,6,6.25,3.5,,,,4.4,5.25,,18.65,16.15,,16.8,16.8
4005422,4.6,8.25,,,,5,6.75,9,6.4,,6.92,,,20,19.25,
4005433,3.6,3.5,,,,3,5.75,7.5,2.2,,5.42,,,12.25,9.3,
4005440,3.4,2.75,,,,4.25,4.5,3.5,3,,4.08,,,11.5,9.15,
4005426,5,4.5,,,,3.75,5.5,7.25,3,,5.5,,,13.75,12.5,
4005606,4.6,3,4.25,3.25,3,2.5,4.25,5.75,3,3.5,4.17,12.1,10.85,9.75,10.6,11.85
4005607,3.4,5,2,4.25,4.25,2.75,3.25,7.25,1.6,3.5,4.42,9.65,11.9,11,10,7
4005610,6.8,4.25,4.25,3.5,3.25,,,,5,3.67,,14.55,13.55,,16.05,16.05
4005621,6,3.25,6.5,5.5,3.25,,,,5,5.08,,18,14.75,,14.25,17.5
4005631,6.6,8.5,5.5,3.5,4,,,,7.6,4.33,,15.6,14.1,,22.7,19.7
4005671,5.6,5.75,7,6.75,4.25,,,,7.2,6,,19.35,16.6,,18.55,19.8
4005675,4.2,5,3.25,6,2.25,,,,4.2,3.83,,13.45,12.45,,13.4,11.65
4005691,2.8,2.25,3.75,3.75,4,4.75,6,6.25,3,3.83,5.67,10.3,10.55,13,8.05,9.55
4005713,4.4,4.5,4,1.5,4.75,,,,7.4,3.42,,9.9,10.65,,16.3,15.8
4005571,4.8,3.75,4,3.5,4,,,,3,3.83,,12.3,12.3,,11.55,11.8
4005573,5.4,3.75,5.5,3.75,3.5,,,,3,4.25,,14.65,12.65,,12.15,13.9
4005577,5.6,5.75,2.5,4.75,3,,,,1.6,3.42,,12.85,13.35,,12.95,9.7
4005641,6.4,6,5.75,3,3.75,,,,6.8,4.17,,15.15,13.15,,19.2,18.95
4005653,5.4,5.5,3.5,3.5,5.5,,,,2.4,4.17,,12.4,14.4,,13.3,11.3
4005656,5.4,8,5.75,4.5,4.5,,,,3.6,4.92,,15.65,14.4,,17,14.75
4005662,6.2,6.25,6.25,6,5,,,,6.4,5.75,,18.45,17.2,,18.85,18.85
4005647,5.8,2.75,3.75,5,4.5,3.5,4.5,6.5,2.4,4.42,4.83,14.55,15.3,10.75,10.95,11.95
4005659,4.8,3.5,3.5,3.5,2.75,3,4.25,7.25,3.4,3.25,4.83,11.8,11.05,10.75,11.7,11.7
4005664,5,5.25,2.5,3,4,,,,3.8,3.17,,10.5,12,,14.05,11.3
4005666,5.8,4.75,4.25,4.75,4.5,,,,3.2,4.5,,14.8,15.05,,13.75,13.25
4005670,4.8,4.75,5.25,5.25,2.5,,,,4.4,4.33,,15.3,12.55,,13.95,14.45
4005672,6.6,5.5,6,5,3.5,,,,4,4.83,,17.6,15.1,,16.1,16.6
4005674,5.2,5.5,4,3.5,4.25,,,,5,3.92,,12.7,12.95,,15.7,14.2
4005676,6.6,3.25,5.75,5.5,4.25,,,,1.8,5.17,,17.85,16.35,,11.65,14.15
4005678,7.6,4.5,7.25,5.75,4.75,,,,6.6,5.92,,20.6,18.1,,18.7,21.45
4005680,6.4,6,6.5,7,4.5,,,,5,6,,19.9,17.9,,17.4,17.9
4005682,6.6,2.25,5.75,6.5,4.5,,,,1.6,5.58,,18.85,17.6,,10.45,13.95
4005684,5.4,5.25,4.75,4.25,4,,,,2.4,4.33,,14.4,13.65,,13.05,12.55
